rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
17,1140. 목동사거리 버스정류장,26,29,37.53139877,126.86360931,ST-534
12,1141. 곰달래 문화복지센터 1-1,36,100,37.52906036,126.84848022,ST-535
12,1145. 곰달래 문화복지센터 1-2,11,0,37.52891922,126.84808350,ST-536
12,1146. 곰달래사거리,19,25,37.53033829,126.83825684,ST-537
12,1148. 볏골공원,16,17,37.54146957,126.84477997,ST-538
15,1149. 신방화역환승주차장,16,20,37.56728363,126.81827545,ST-975
12,1150. 송정역 1번출구,17,8,37.56155014,126.81047821,ST-1062
27,1151. 마곡역1번출구,0,0,37.56023407,126.82347107,ST-1063
12,1152. 마곡역교차로,1,0,37.55831146,126.82652283,ST-1064
12,"1153. 발산역 1번, 9번 인근 대여소",1,0,37.55889130,126.83721924,ST-1065
12,1155. 기쁜우리복지관,20,75,37.56925964,126.84841919,ST-1067
10,1157. 강서구청,9,30,37.55065918,126.84976959,ST-1069
22,1158. 가양역 8번출구,13,0,37.56103516,126.85481262,ST-1249
22,1159. 서서울모터리움앞,2,0,37.56585312,126.84659576,ST-1250
22,1160. 양천향교역 7번출구앞,10,0,37.56768036,126.84089661,ST-1251
12,1161. 강서면허시험장앞,0,0,37.54969406,126.81966400,ST-1252
12,1162. 공항초등학교건너편,15,8,37.56267929,126.82047272,ST-1253
12,1163. 방화동강서기동대앞,4,0,37.57049942,126.82008362,ST-1254
22,1165. 마곡중학교 후문,7,0,37.56844711,126.82164764,ST-1338
12,1166. 강서구립등빛도서관,16,42,37.56256866,126.84246063,ST-1351
17,1167. 마곡수명산파크3단지 교차로,16,18,37.55346680,126.82592773,ST-1352
12,1168. 마곡엠밸리10단지 앞,8,0,37.56022644,126.81906891,ST-1402
10,1169. 염창역 1번 출구,4,10,37.54719925,126.87448883,ST-1506
13,1170. 강서구보건소 (삼성디지털 프라자),1,0,37.54917908,126.86879730,ST-1507
10,1171. 염창동 새마을금고 건너편 (모닝글로리),21,60,37.55004883,126.87316132,ST-1508
10,1172. 가양3동 주민센터,1,0,37.56124878,126.86058044,ST-1509
17,1173. 강서구청사거리(SH타워),12,6,37.55625916,126.85331726,ST-1510
11,1174. 강서구청사거리(부민병원),3,0,37.55659866,126.85147095,ST-1511
17,1175. 대한항공 인력개발센터,5,0,37.55437851,126.85753632,ST-1512
12,1177. 수명중․고교,8,0,37.55010986,126.82367706,ST-1514
12,1178. 개화산역 2번 출구,1,0,37.57247162,126.80616760,ST-1515
17,1180. 마곡엠밸리 15단지(1502동) 건너편,0,0,37.55746841,126.82971954,ST-1517
12,1181. 농수산식품공사 (강서지사),0,0,37.55104446,126.81849670,ST-1518
22,1182. KBS 스포츠월드,7,0,37.55687714,126.84880829,ST-1519
12,1183. KC 대학교,2,0,37.54832077,126.85340118,ST-1520
17,1184. 마곡13단지,13,6,37.55644989,126.81597900,ST-1645
12,1185. 등촌9단지,5,0,37.56290054,126.84947205,ST-1646
12,1186. 송정중학교,9,0,37.55472946,126.81609344,ST-1647
17,1187. 강서수산물도매시장,2,0,37.55302048,126.81836700,ST-1676
10,1188. 롯데중앙연구소,0,0,37.57138062,126.82833862,ST-1708
12,1190. 마곡역 교차로(2번출구),0,0,37.56050110,126.82665253,ST-1709
11,1191. 마곡역 교차로(NH농협),1,0,37.56024170,126.82716370,ST-1689
12,1192. 마곡수명산파크 209동 건너편,0,0,37.55553818,126.82675934,ST-1710
17,1193. 마곡센트럴타워 1차,0,0,37.55947113,126.83207703,ST-1688
12,1194. 센서텍㈜,1,0,37.56330109,126.83682251,ST-1711
22,1195. 코오롱One&Only타워,1,0,37.56412888,126.83431244,ST-1712
17,1196. 서울식물원(문화센터) 건너편,8,0,37.56824112,126.83583069,ST-1713
22,1197. 엘펠리체 호텔 건너편,3,0,37.56024170,126.83580780,ST-1714
22,1198. LG 사이언스파크,0,0,37.56254959,126.82743835,ST-1715
15,1199. 우장산역 3번출구,11,0,37.54782104,126.83612823,ST-1694
12,1200. 개화광역환승센터,11,8,37.57844925,126.79897308,ST-1695
12,1201. 가락시장역 3번 출구,1,0,37.49317932,127.11854553,ST-838
22,1203. 밀리아나2빌딩 앞,1,0,37.49372864,127.12062073,ST-737
12,1204. 거여역 3번출구,3,0,37.49334335,127.14472961,ST-930
17,1205. 종합운동장역 4번출구,0,0,37.51042938,127.07137299,ST-539
22,1206. 9호선종합운동장역 9번출구,0,0,37.51128006,127.07823944,ST-540
12,1207. 마천CU우방점 앞,5,0,37.49975586,127.15250397,ST-738
22,1208. 풍납현대아파트쉼터,3,0,37.52974701,127.11996460,ST-541
22,1209. 잠실나루역 (2번 출구 쪽),0,0,37.52045059,127.10420227,ST-542
32,1210. 롯데월드타워(잠실역2번출구 쪽),0,0,37.51312637,127.10095978,ST-891
9,1211. 방이삼거리,3,0,37.51210403,127.10778046,ST-739
12,1212. 송파역 2번 출구앞,1,0,37.49941254,127.11286926,ST-839
22,1213. 백토공원 앞,3,0,37.50831985,127.13321686,ST-543
12,1214. 오금역 7번 출구 인근,0,0,37.50259399,127.12764740,ST-740
17,1215. 올림픽공원역 1번출구 앞,1,0,37.51657104,127.13153839,ST-544
17,1217. 송파파인타운 7단지,3,0,37.47930527,127.12979889,ST-545
14,1218. 방이역 4번출구,2,0,37.50896835,127.12583923,ST-892
17,1220. 잠실본동주민센터뒤 잠실근린공원,5,0,37.50569153,127.08403778,ST-546
12,1221. 삼전사거리 포스코더샵,8,25,37.50419998,127.08753204,ST-933
17,1222. 잠실새내역 5번 출구 뒤,0,0,37.51198196,127.08505249,ST-547
17,1224. 아시아지하보도 2번 출구,4,0,37.51216888,127.07893372,ST-548
12,1226. 잠실4동 주민센터 옆,2,0,37.52007675,127.11236572,ST-894
12,1227. 거여역 8번출구 뒤,1,0,37.49312592,127.14382172,ST-895
12,1228. 마천사거리 ,4,0,37.49769974,127.14620209,ST-896
17,1229. 송파체육문화회관 앞,3,0,37.49068832,127.14312744,ST-549
12,1230. 송파중학교 정문,2,0,37.49567032,127.13059235,ST-897
12,1231. 잠실역 6번출구,0,0,37.51408768,127.09902954,ST-840
12,1232. 롯데마트 주차장 옆,1,0,37.51208878,127.09619141,ST-550
11,1233. 잠실3거리(갤러리아팰리스),1,0,37.51050949,127.09336853,ST-551
17,1235. 잠실트리지움310동 옆,4,0,37.50887299,127.08716583,ST-553
22,1239. 문정 법조단지3,0,0,37.48084259,127.11801147,ST-899
12,1240. 문정 법조단지4,1,0,37.48057556,127.11856842,ST-900
17,1241. 문정 법조단지5,0,0,37.48123932,127.11979675,ST-901
17,1242. 문정 법조단지6,0,0,37.48209000,127.11974335,ST-902
22,1243. 문정 법조단지7,4,0,37.48453140,127.12016296,ST-903
9,1244. 문정 법조단지8,1,0,37.48153687,127.12212372,ST-904
12,1245. 문정 법조단지9,2,0,37.47946548,127.12532806,ST-905
32,1246. 문정 법조단지10,2,0,37.47750854,127.12632751,ST-906
17,1247. 문정 법조단지11,3,0,37.47882080,127.12351227,ST-907
22,1248. 방이초등학교,3,0,37.51396179,127.12167358,ST-908
12,1249. 아주중학교건너편,7,0,37.50546265,127.07734680,ST-909
12,1250.문정2동 주민센터,3,0,37.48987198,127.11083984,ST-981
12,1251. 석촌역 2번출구,1,0,37.50593185,127.10774994,ST-1070
12,1253. 오금역 3번 출구 뒤,1,0,37.50165176,127.12818146,ST-1072
10,1256. 문정현대아파트 교차로,1,0,37.49113083,127.12580872,ST-1075
22,1257. 가락시장역 롯데마트앞,0,0,37.49209976,127.11775208,ST-1076
12,1258. 가락미륭아파트 앞,1,0,37.49319839,127.12899780,ST-1077
17,1259. 방이역 1번출구,0,0,37.50898361,127.12659454,ST-1078
10,1260. 방이동 한양3차아파트 옆,5,0,37.50630188,127.12139893,ST-1079
12,1262. 송파여성문화회관 앞,0,0,37.50580215,127.10971832,ST-1081
12,1263. 장지공영차고지,5,0,37.48054123,127.13701630,ST-1082
10,1264. 천호역 10번 출구 앞,2,0,37.53858185,127.12280273,ST-1083
12,1265. 문정동 근린공원,2,0,37.48598862,127.12476349,ST-1084
12,1266. 문정동 글샘 공원,3,0,37.47880936,127.12000275,ST-1085
17,1267. 올림픽공원 남2문 앞,5,0,37.51424026,127.12306976,ST-1086
17,1268. 몽촌토성역 1번출구 옆,2,0,37.51728821,127.11419678,ST-1087
12,1269. 리센츠아파트 ,0,0,37.51194382,127.09121704,ST-1088
17,1271. 송파도서관,2,0,37.49998474,127.13539124,ST-1089
22,1274. 영파여고 앞,16,0,37.53284836,127.12104797,ST-1092
17,1275. 거여초등학교 옆,6,0,37.50458908,127.13936615,ST-1367
10,1277. 오금동 송파 참병원,6,0,37.50375748,127.13709259,ST-1408
12,1278. 송파구청 교차로,0,0,37.51583099,127.10679626,ST-1409
12,1279. 마천금호어울림 1차아파트 건너편,3,0,37.49751663,127.15467834,ST-1410
22,1280. 송파파크데일 2단지입구 앞 주차장,1,0,37.49565887,127.15717316,ST-1411
12,1282. 송파소방서 맞은편(성내4교),3,0,37.49987411,127.14147949,ST-1413
10,1283. 오금공원 사거리,0,0,37.50541306,127.13169098,ST-1414
17,1285. 위례별 유치원 뒤,6,0,37.47747040,127.14459229,ST-1416
12,1286. 위례중앙푸르지오 1단지 앞,19,25,37.47437668,127.14067078,ST-1417
10,1287. 위례아이파크 101동 맞은편,4,0,37.47753143,127.14151764,ST-1418
17,1288. 문정중교 사거리,3,0,37.48799896,127.13108826,ST-1419
12,1289. 풍납동 자전거보관소,3,0,37.53147125,127.11109161,ST-1422
12,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,11,0,37.47465897,127.13771820,ST-1579
12,1291. 서울체육고등학교 앞,0,0,37.52193832,127.13186646,ST-1580
12,1293. 석촌호교차로 (스타벅스 앞),4,0,37.50656128,127.09655762,ST-1582
22,1295. 잠실역 8번출구,1,0,37.51396179,127.10030365,ST-1584
12,1296. 석촌호수교차로 (송파나루근린공원 앞),0,0,37.50867844,127.10343170,ST-1585
12,1297. 석촌호수교차로(동호 팔각정 앞),3,0,37.50920105,127.10411835,ST-1586
17,1299. 송파소방서 (방이119안전센터),2,0,37.51987839,127.13671112,ST-1588
17,1300. 오륜사거리,5,0,37.50693893,127.13922119,ST-1589
7,1302. 한성대입구역6번출구 뒤,0,0,37.58876419,127.00630951,ST-825
12,1303. 돈암초교 입구,2,0,37.59169388,127.01249695,ST-931
17,1304. 만해공원,0,0,37.59440231,126.99230957,ST-826
17,1305. 성북구청,1,0,37.58932877,127.01643372,ST-947
12,1306. 한성대입구역2번출구,0,0,37.58844757,127.00670624,ST-842
20,1308. 안암로터리 버스정류장 앞,0,0,37.58259201,127.02897644,ST-827
10,1314. 정릉꿈에그린1단지 201동 앞,1,0,37.60243988,127.01168823,ST-559
12,1315. 고려사대부속중고 정문,0,0,37.60776138,127.00328064,ST-560
22,1316. 고려사대부속중고 건너편 ,1,0,37.60726166,127.00283813,ST-562
12,1318. 길음역 3번출구 뒤,2,0,37.60308456,127.02478790,ST-563
12,1320. LG베스트샵 종암점,11,17,37.59928513,127.03462219,ST-597
16,1321. 국민은행 종암동지점 앞,0,0,37.59328842,127.03666687,ST-655
12,1322. 래미안라센트아파트 103동 앞,0,0,37.59806824,127.03927612,ST-565
12,1323. 월곡역 입구 육교 밑,0,0,37.60043335,127.04020691,ST-567
12,1325. 상월곡역 4번출구,0,0,37.60580826,127.04773712,ST-571
12,1326. 상월곡역 1번출구,0,0,37.60606766,127.04731750,ST-572
12,1327. 상월곡역 3번출구,3,0,37.60734177,127.05068207,ST-574
12,1328. 월곡역 3번출구,12,8,37.60262680,127.04163361,ST-910
12,1332. 석계역 5번출구 건너편,3,0,37.61355591,127.06609344,ST-578
17,1333. 석관초등학교 앞,2,0,37.61052322,127.05979919,ST-579
12,1334. 석관동주민센터 앞,0,0,37.61299896,127.06130981,ST-580
22,1336. 성북3교 위,3,0,37.59125137,127.01400757,ST-1200
12,1337. 돈암성당 옆,1,0,37.59038162,127.01713562,ST-1201
17,1338. 용문2교 옆,1,0,37.58689880,127.02075195,ST-1202
11,1339. 삼성전자서비스 성북센터,5,0,37.61056900,127.03350830,ST-1203
13,1340. 광운초등학교 앞,2,0,37.61784363,127.05500031,ST-1204
17,1342. 성북쉼터 앞,0,0,37.59261703,126.99793243,ST-1206
12,1343. 한성대7번출구 앞,3,0,37.58924866,127.00737762,ST-1207
17,1346. 길음8골어린이공원 옆,12,0,37.60897827,127.02024841,ST-1210
22,1347. 길음래미안아파트817동 상가 앞,0,0,37.60710526,127.02149963,ST-1211
14,1348. 성북제일새마을금고 본점 앞,6,0,37.60475159,127.02275848,ST-1212
12,1349. 월계2교 버스정류장 앞,1,0,37.62382889,127.05020142,ST-1213
10,1351. 안암2교 옆,3,0,37.57944870,127.02419281,ST-1215
10,1352. e 편한세상 보문아파트 내,0,0,37.58388138,127.01709747,ST-1216
10,1353. 금호어울림센터힐 내,3,0,37.60083008,127.02355194,ST-1217
20,1354. 고려대학교 2번출구,0,0,37.59071350,127.03619385,ST-1317
22,1355. 보문2교,9,0,37.58869934,127.01891327,ST-1347
22,1357. 북한산보국문역,3,0,37.61207199,127.00813293,ST-1383
9,1358. 정릉도서관 앞,2,0,37.60478973,127.01058197,ST-1384
22,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,4,0,37.61980057,127.04509735,ST-1385
12,1360. 정릉역,5,0,37.60309601,127.01350403,ST-1386
22,1361. 홍익중고 입구,2,0,37.59284210,127.00212097,ST-1424
12,1362. 보문역6번출구 앞,8,0,37.58509827,127.01967621,ST-1454
17,1363. 보문4교 인근,9,6,37.58375168,127.02194977,ST-1455
12,1364. 성북동 치안센터 앞,0,0,37.59017181,127.00408936,ST-1456
17,1365. 선잠단지 앞,1,0,37.59336090,126.99909210,ST-1457
12,1366. 일신초등학교 옆,0,0,37.59972000,127.04038239,ST-1458
17,1367. 길음문화복합미디어센터,2,0,37.60404587,127.02265930,ST-1459
12,1368. 성신여대입구 교차로,1,0,37.59148026,127.02010345,ST-1460
17,1369. 미아사거리,10,0,37.60913086,127.03002930,ST-1633
22,1370. 복자사랑 피정의 집,0,0,37.59453964,126.99520874,ST-1634
17,1372. KEB은행 고대점,0,0,37.58644485,127.03160095,ST-1636
10,1373. 성북구보건소 건너편,5,0,37.60229111,127.03897858,ST-1637
22,1375. 생명의 전화 종합복지관 앞 교차로,5,0,37.60390854,127.03737640,ST-1723
9,1376. 한국과학기술연구원 중문,0,0,37.59732056,127.04380798,ST-1745
12,1377. 한국과학기술연구원 북문,0,0,37.60395813,127.04534149,ST-1746
10,1394.길음뉴타운 래미안9단지,3,0,37.60241699,127.01971436,ST-2235
17,1401. 극동늘푸른아파트,9,0,37.61473846,127.07636261,ST-558
12,1402. 금란주차장 앞,8,0,37.60007095,127.10233307,ST-561
17,1403. 중화빌딩 앞 (동부시장),9,0,37.59424973,127.07657623,ST-566
12,1404. 동일로 지하차도,1,0,37.59529877,127.08003235,ST-599
12,1405. 망우역 1번출구,2,0,37.59909821,127.09294891,ST-568
12,1406. 망우청소년수련관,0,0,37.60625076,127.10826874,ST-569
12,1407. 먹골역 1번출구 뒤,12,0,37.61151123,127.07788849,ST-847
12,1408. 먹골역 6번출구 앞,10,8,37.61072159,127.07747650,ST-570
12,1410. 면목 대원칸타빌아파트,11,0,37.57778168,127.09018707,ST-573
12,1411. 상봉시장앞 교차로 한성빌딩 앞,0,0,37.59254074,127.08673859,ST-912
12,1412. 면목초등학교,2,0,37.59096146,127.08706665,ST-575
12,1413. 봉화산역 5번출구 뒤,0,0,37.61756134,127.09030914,ST-577
12,1414. 사가정역 1번출구,7,17,37.58164597,127.08843231,ST-849
12,1416. 상봉역 3번출구,1,0,37.59521866,127.08599854,ST-850
17,1418. 새솔초등학교,10,0,37.61743927,127.10901642,ST-583
17,1420. 신내어울공원 앞,2,0,37.61423111,127.09676361,ST-585
22,1421. 신내역 4번출구,21,0,37.61246109,127.10337830,ST-586
12,1422. 신내우디안아파트 1단지,5,0,37.62009811,127.10646057,ST-587
12,1424. 양원역 2번출구,0,0,37.60631180,127.10774231,ST-588
12,1425. 용마문화복지센터,0,0,37.58745956,127.09597015,ST-589
17,1426. 면목도시개발아파트 1동 앞,4,0,37.57358932,127.08682251,ST-590
12,1427. 용마산역 1번출구,1,0,37.57429886,127.08691406,ST-852
12,1428. 원묵고등학교,0,0,37.61602402,127.08596802,ST-853
17,1429. 장안중학교,5,0,37.59995651,127.08000183,ST-854
22,1430. 중랑구청,2,0,37.60615158,127.09259796,ST-855
12,1431. 중랑구청 사거리,1,0,37.60649872,127.09545135,ST-856
12,1433. 중화역 2번출구,9,0,37.60207748,127.07958221,ST-857
17,1434. 홈플러스 면목동점,17,0,37.57986832,127.08236694,ST-592
17,1435. 능산삼거리,4,0,37.60868073,127.10079193,ST-593
17,1436. 영풍마드레빌,7,0,37.60588074,127.10063171,ST-594
17,1437. 늘푸른공원 앞,10,0,37.58341980,127.07992554,ST-595
17,1438. 홈플러스 신내점 앞,9,0,37.61616898,127.09348297,ST-596
12,1440. 하나은행 면목지점,3,0,37.58637238,127.08007050,ST-942
17,1441. 신내능말공원,11,0,37.61671066,127.11073303,ST-584
10,1442. (구)신한은행 중랑교지점,6,0,37.59859085,127.07981873,ST-1093
12,1443. 구립망우청소년독서실,1,0,37.59552002,127.09877777,ST-1094
12,1444. 면목4치안센터,13,0,37.57402802,127.08054352,ST-1095
12,1445. 용마지구대,2,0,37.57994080,127.07939911,ST-1096
12,1446. 중랑전화국 교차로,3,0,37.59130096,127.08032990,ST-1097
17,1447. 면목역 3번출구,10,0,37.58890152,127.08728027,ST-1098
17,1448. 코스트코 상봉점,0,0,37.59732056,127.08979797,ST-1099
17,1449. 상봉역 1번출구,2,0,37.59655762,127.08583832,ST-1332
12,1450. 화랑대역 7번출구,12,0,37.61963654,127.08504486,ST-1333
12,1451. 중랑세무서,2,0,37.59275818,127.07266998,ST-1334
17,1452. 겸재교 진입부,20,6,37.58565521,127.07505035,ST-1335
11,1453. 중랑캠핑숲,5,0,37.60460281,127.10925293,ST-1345
12,1454. 한국전력공사(동대문 중랑지사),14,8,37.60734940,127.07859039,ST-1346
12,1455. 상봉역 2번 출구,0,0,37.59632874,127.08589935,ST-1375
12,1456. 상아빌딩(우림시장 교차로),7,25,37.59511185,127.10032654,ST-1380
12,1457. 동원사거리,7,0,37.58975983,127.09323883,ST-1381
11,1458. 상봉터미널2,6,0,37.59733963,127.09308624,ST-1451
12,1459. 용마한신아파트사거리,5,0,37.58034897,127.09265137,ST-1452
11,"1501. 미아역 3번,4번 출구 사이",0,0,37.62607956,127.02648163,ST-948
14,1503. 이디야 커피 수유역점 앞,1,0,37.63927841,127.02675629,ST-643
